attribution_id,incident_id,attribution_year,attribution_month,attribution_day,attribution_date,attribution_basis,attribution_type,attributing_country,attributing_actor,settled_attribution,initiator_name,initiator_alpha_2,initiator_country,initiator_category,initiator_subcategory
23266,3795,2024.0,9.0,18.0,,Attacker confirms,Domestic legal action,Australia,Australian Federal Police,,National Police Corps,NL,Netherlands,State,
23266,3795,2024.0,9.0,18.0,,Attacker confirms,Domestic legal action,Australia,Australian Federal Police,,Swedish Police Authority,SE,Sweden,State,
23266,3795,2024.0,9.0,18.0,,Attacker confirms,Domestic legal action,Australia,Australian Federal Police,,Royal Canadian Mounted Police,CA,Canada,State,
23266,3795,2024.0,9.0,18.0,,Attacker confirms,Domestic legal action,Australia,Australian Federal Police,,National Gendarmerie,FR,France,State,
23266,3795,2024.0,9.0,18.0,,Attacker confirms,Domestic legal action,Australia,Australian Federal Police,,Federal Bureau of Investigation (FBI),US,United States,State,
23266,3795,2024.0,9.0,18.0,,Attacker confirms,Domestic legal action,Australia,Australian Federal Police,,Australian Federal Police (AFP),AU,Australia,State,
23267,3796,2024.0,9.0,17.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Google,,,KP,"Korea, Democratic People's Republic of",State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
23291,2161,2023.0,4.0,18.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United Kingdom,National Security Agency (NSA),,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23291,2161,2023.0,4.0,18.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United Kingdom,United Kingdom’s National Cyber Security Centre (NCSC),,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23291,2161,2023.0,4.0,18.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United Kingdom,Cybersecurity and Infrastructure Security Agency (CISA),,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23291,2161,2023.0,4.0,18.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United Kingdom,Federal Bureau of Investigation (FBI),,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23291,2161,2023.0,4.0,18.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,National Security Agency (NSA),,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23291,2161,2023.0,4.0,18.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,United Kingdom’s National Cyber Security Centre (NCSC),,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23291,2161,2023.0,4.0,18.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Cybersecurity and Infrastructure Security Agency (CISA),,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23291,2161,2023.0,4.0,18.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Federal Bureau of Investigation (FBI),,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23292,2160,2023.0,4.0,18.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/Calanque/G0059 (IRGC),IR,"Iran, Islamic Republic of",State affiliated actor,
23295,2159,2023.0,4.0,18.0,,Media-based attribution,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",United States,The New York Times,,,MX,Mexico,State,
23296,2156,,,,,,,,,,,,,,
23298,2155,,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Uptycs,,APT-36/Transparent Tribe/Mythic Leopard/C-Major,PK,Pakistan,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
23299,2150,2023.0,4.0,13.0,,Attribution by third-party,"Media report (e.g., Reuters makes an attribution statement, without naming further sources)",United States,Jeffrey Carr (US cyber expert/author),,Ukrainian Military Forces,UA,Ukraine,State,
23300,2149,2023.0,4.0,13.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",Poland,Military Counterintelligence Service of Poland,,,RU,Russia,State affiliated actor,
23300,2149,2023.0,4.0,13.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",Poland,CERT Polska,,,RU,Russia,State affiliated actor,
23301,2145,,,,,,,,,,,,,,
23302,2143,2023.0,4.0,10.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,Cyber Resistance aka the Ukrainian Cyber Alliance,,Cyber Resistance / Ukrainian Cyber Alliance,UA,Ukraine,Non-state-group,Hacktivist(s)
23303,2142,2023.0,4.0,4.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Russia,NoName057(16),,NoName057(16),RU,Russia,Non-state-group,Hacktivist(s)
23304,2141,,,,,,,,,,,,,,
23305,2140,,,,,,,,,,,,,,
23306,2139,2023.0,4.0,6.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Medusa Ransomware Group,,Medusa Ransomware Group,,,Non-state-group,Criminal(s)
23307,2138,2023.0,4.0,5.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Money Message,,,,,Non-state-group,Criminal(s)
23308,2136,,,,,,,,,,,,,,
23309,2121,2023.0,4.0,4.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Anonymous Sudan (Storm-1359) < Killnet,,Anonymous Sudan (Storm-1359) < Killnet,RU,Russia,Non-state-group,Hacktivist(s)
23310,2132,,,,,,,,,,,,,,
23311,2129,,,,,,,,,,,,,,
23312,2134,2023.0,4.0,7.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,MuddyWater/TEMP.Zagros/Mango Sandstorm fka MERCURY/Static Kitten/Seedworm/G0069 (MOIS),IR,"Iran, Islamic Republic of",State affiliated actor,
23312,2134,2023.0,4.0,7.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,Storm-1084 fka DEV-1084/DarkBit (MOIS),IR,"Iran, Islamic Republic of",,
23313,2131,2023.0,4.0,3.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Medusa Ransomware Group,,,,,Non-state-group,Criminal(s)
23314,2127,2023.0,6.0,30.0,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Japan,Unnamed Japanese Government Officials,,,CN,China,State affiliated actor,
23315,2124,,,,,,,,,,,,,,
23319,2125,2023.0,4.0,3.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,Cyber Resistance aka the Ukrainian Cyber Alliance,,Cyber Resistance / Ukrainian Cyber Alliance,UA,Ukraine,Non-state-group,Hacktivist(s)
23320,2123,2023.0,4.0,3.0,,Attribution by receiver government / state entity,Domestic legal action,Spain,Spanish National Police (CNP),,,ES,Spain,Individual hacker(s),
23321,2122,2023.0,4.0,3.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Ukraine,CERT-UA,,UAC-0145,,,,
23322,2120,2023.0,4.0,4.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Symantec,,,PS,Palestine,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
23324,2118,2023.0,3.0,31.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Vice Society,,,,,Non-state-group,Criminal(s)
23325,2117,2023.0,4.0,2.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23325,2117,2023.0,4.0,2.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23325,2117,2023.0,4.0,2.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23325,2117,2023.0,4.0,2.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23326,2115,2023.0,3.0,27.0,,Attribution by third-party,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,InformNapalm,,Cyber Resistance / Ukrainian Cyber Alliance,UA,Ukraine,Non-state-group,Hacktivist(s)
23327,2114,,,,,,,,,,,,,,
23328,2113,2023.0,3.0,31.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,D#nut Leaks,,D#nut Leaks,,,Non-state-group,Criminal(s)
23333,2112,2023.0,3.0,19.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Anonymous Sudan (Storm-1359) < Killnet,,,,,Non-state-group,Hacktivist(s)
23334,2112,2023.0,3.0,30.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Trustwave,,,,,Non-state-group,Hacktivist(s)
23335,2034,2023.0,1.0,29.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,IT Army of Ukraine,,IT Army of Ukraine,UA,Ukraine,Non-state-group,Hacktivist(s)
23336,2033,2022.0,6.0,8.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23336,2033,2022.0,6.0,8.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23336,2033,2022.0,6.0,8.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23336,2033,2022.0,6.0,8.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23337,2015,2022.0,4.0,18.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,NB65,,,,,Non-state-group,Hacktivist(s)
23338,2016,2022.0,4.0,27.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,NB65,,,,,Non-state-group,Hacktivist(s)
23339,2013,2020.0,4.0,20.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,GhostSec,,,,,Non-state-group,Hacktivist(s)
23340,2006,2022.0,4.0,4.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,NB65,,,,,Non-state-group,Hacktivist(s)
23341,2032,2022.0,5.0,18.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23341,2032,2022.0,5.0,18.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23341,2032,2022.0,5.0,18.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23341,2032,2022.0,5.0,18.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23342,2031,2022.0,4.0,6.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,RU,Russia,State,
23342,2031,2022.0,4.0,6.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,RU,Russia,State,
23342,2031,2022.0,4.0,6.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,RU,Russia,State,
23342,2031,2022.0,4.0,6.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,RU,Russia,State,
23344,2030,2022.0,4.0,6.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23344,2030,2022.0,4.0,6.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23344,2030,2022.0,4.0,6.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23344,2030,2022.0,4.0,6.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23345,1996,,,,,,,,,,,,,,
23346,1995,,,,,,,,,,,,,,
23347,1994,,,,,,,,,,,,,,
23348,1993,,,,,,,,,,,,,,
23349,1988,,,,,,,,,,,,,,
23350,1982,2022.0,5.0,2.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,IT Army of Ukraine,,,UA,Ukraine,Non-state-group,Hacktivist(s)
23351,2029,2022.0,3.0,28.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23351,2029,2022.0,3.0,28.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23351,2029,2022.0,3.0,28.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23351,2029,2022.0,3.0,28.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,Main Directorate of Intelligence of the Ministry of Defense of Ukraine (GURMO) ,UA,Ukraine,State,
23352,2028,2022.0,3.0,25.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,,UA,Ukraine,State,
23352,2028,2022.0,3.0,25.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,,UA,Ukraine,State,
23352,2028,2022.0,3.0,25.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,,UA,Ukraine,State,
23352,2028,2022.0,3.0,25.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,,UA,Ukraine,State,
23353,2027,2022.0,3.0,18.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,,UA,Ukraine,State,
23353,2027,2022.0,3.0,18.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,,UA,Ukraine,State,
23356,2007,2023.0,2.0,10.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Clop,,,,,Non-state-group,Criminal(s)
23357,2007,2023.0,3.0,24.0,,Media-based attribution,"Media report (e.g., Reuters makes an attribution statement, without naming further sources)",United States,TechCrunch,,,,,Non-state-group,Criminal(s)
23358,2007,2023.0,3.0,2.0,,Media-based attribution,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",United States,TechCrunch,,,,,Non-state-group,Criminal(s)
23359,2007,2023.0,3.0,23.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Clop,,,,,Non-state-group,Criminal(s)
23360,2007,2023.0,2.0,15.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Clop,,,,,Non-state-group,Criminal(s)
23361,2007,2023.0,3.0,16.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Clop,,,,,Non-state-group,Criminal(s)
23362,1987,2022.0,4.0,7.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,IT Army of Ukraine,,,UA,Ukraine,Non-state-group,Hacktivist(s)
23363,1986,2022.0,4.0,7.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,IT Army of Ukraine,,,UA,Ukraine,Non-state-group,Hacktivist(s)
23364,1984,2022.0,4.0,7.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,IT Army of Ukraine,,IT Army of Ukraine,UA,Ukraine,Non-state-group,Hacktivist(s)
23365,1983,2022.0,4.0,7.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,IT Army of Ukraine,,,UA,Ukraine,Non-state-group,Hacktivist(s)
23366,1981,2022.0,3.0,7.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,,UA,Ukraine,State,
23366,1981,2022.0,3.0,7.0,,Attribution by third-party,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,,UA,Ukraine,State,
23366,1981,2022.0,3.0,7.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Jeffrey Carr (US cyber expert/author),,,UA,Ukraine,State,
23366,1981,2022.0,3.0,7.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Main Intelligence Department of the Ministry of Defense of Ukraine (GURMO) ,,,UA,Ukraine,State,
23367,1980,2022.0,3.0,18.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,,,,Non-state-group,Hacktivist(s)
23368,1979,2022.0,4.0,23.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,IT Army of Ukraine,,IT Army of Ukraine,UA,Ukraine,Non-state-group,Hacktivist(s)
23369,1924,2023.0,2.0,14.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Bahrain,Al-Toufan,,al-Toufan < Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/G0059 (IRGC),BH,Bahrain,Non-state-group,Hacktivist(s)
23370,1923,2023.0,2.0,15.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Dragos,,,,,,
23371,1922,2023.0,2.0,15.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Dragos,,,,,,
23372,1921,2023.0,2.0,15.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Dragos,,,,,,
23374,1920,2023.0,2.0,15.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Dragos,,KOSTOVITE,,,,
23375,1918,2023.0,2.0,15.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Dragos,,BENTONITE,,,,
23376,1917,2023.0,2.0,8.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Proofpoint,,TA866,,,,
23377,1915,2023.0,2.0,13.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,Medusa Ransomware Group,,Medusa Ransomware Group,,,Non-state-group,Criminal(s)
23378,1914,,,,,,,,,,,,,,
23379,1913,,,,,,,,,,,,,,
23380,1777,2022.0,9.0,29.0,,IT-security community attributes attacker,"Media report (e.g., Reuters makes an attribution statement, without naming further sources)",,Check Point Research,,,RU,Russia,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
23380,1777,2022.0,9.0,29.0,,IT-security community attributes attacker,"Media report (e.g., Reuters makes an attribution statement, without naming further sources)",,Killnet,,,RU,Russia,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
23381,1777,2022.0,9.0,7.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Russia,Killnet,,,RU,Russia,Non-state-group,Hacktivist(s)
